compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00008154,243850,Mahnomen Health Center,414 W Jefferson Ave,Mahnomen,MN,56557,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00008163,243976,Mille Lacs Health System,200 Elm St N,Onamia,MN,56359,1,,,,
CHSP00007997,243997,Essentia Health Graceville,115 W 2nd St,Graceville,MN,56240,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00008263,244004,Saint Peter Regional Treatment Center,100 Freeman Dr,Saint Peter,MN,56082,0,,,,
CHSP00005768,244009,Saint Marys Hospital Inc,1216 2nd St Sw,Rochester,MN,55902,0,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00008021,245263,Glencoe Regional Health Services,1805 Hennepin Ave N,Glencoe,MN,55336,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00008051,245467,Hendricks Community Hospital Association,503 E Lincoln St,Hendricks,MN,56136,1,,,,
CHSP00008179,247004,North Shore Health,515 5th Ave W,Grand Marais,MN,55604,0,,,,
CHSP00008213,247049,Pipestone County Medical Center Avera Health,916 4th Ave Sw,Pipestone,MN,56164,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00008129,247103,Kittson Memorial Hospital Association,1010 S Birch Ave,Hallock,MN,56728,1,,,,
CHSP00007926,247110,Childrens Hospitals And Clinics Minnesota,2525 Chicago Ave,Minneapolis,MN,55404,1,HSI00000207,Children's Minnesota,Minneapolis,MN
CHSP00008027,247120,Granite Falls Municipal Hospital And Manor,345 10th Ave,Granite Falls,MN,56241,0,,,,
CHSP00008270,247160,Sanford Canby Medical Center,112 Saint Olaf Ave S,Canby,MN,56220,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00007948,247171,Cuyuna Regional Medical Center,320 E Main St,Crosby,MN,56441,1,,,,
CHSP00007993,247172,Ely Bloomenson Community Hospital And Nursing Home,328 W Conan St,Ely,MN,55731,1,,,,
CHSP00008148,247202,Madelia Community Hospital,121 Drew Ave Se,Madelia,MN,56062,1,,,,
CHSP00008020,247212,Glacial Ridge Hospital District,10 4th Ave Se,Glenwood,MN,56334,1,,,,
CHSP00007927,247216,Chippewa County Montevideo Hospital,824 N 11th St,Montevideo,MN,56265,0,,,,
CHSP00007996,247223,Essentia Health Deer River,115 10th Ave Ne,Deer River,MN,56636,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00008236,247229,Redwood Area Hospital,100 Fallwood Rd,Redwood Falls,MN,56283,0,,,,
CHSP00008120,247268,Johnson Memorial Health Services,1282 Walnut St,Dawson,MN,56232,1,,,,
CHSP00008352,247274,United Hospital District,515 S Moore St,Blue Earth,MN,56013,1,,,,
CHSP00008353,247279,Unity Family Healthcare,815 2nd St Se,Little Falls,MN,56345,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00007866,247285,Appleton Area Health Services,30 S Behl St,Appleton,MN,56208,1,,,,
CHSP00008207,248060,Perham Hospital District,1000 Coney St W,Perham,MN,56573,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00008185,248065,Northern Itasca Hospital District,258 Pine Tree Dr,Bigfork,MN,56628,1,,,,
CHSP00008158,249801,Mayo Clinic Hospital Methodist Campus,201 W Center St,Rochester,MN,55902,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00007641,250120,West Campus Of Delta Regional Medical Center,300 S Washington Ave,Greenville,MS,38701,0,,,,
CHSP00008164,250134,Whitfield Medical Surgical Center,3550 Highway 468 W,Whitfield,MS,39193,0,,,,
CHSP00005419,252012,Select Specialty Hospital Belhaven,1225 N State St,Jackson,MS,39202,0,,,,
CHSP00008180,253400,North Sunflower Medical Center,840 N Oak Ave,Ruleville,MS,38771,1,,,,
CHSP00008031,254011,Gulfport Behavioral Health System,11150 Highway 49,Gulfport,MS,39503,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00007325,260178,University Of Missouri Womens And Childrens Hospital,404 N Keene St,Columbia,MO,65201,1,HSI00001178,University of Missouri Health Care,Columbia,MO
CHSP00005661,260198,Ssm Saint Joseph Health Center Wentzville,500 Medical Dr,Wentzville,MO,63385,0,HSI00000902,SSM Health,Saint Louis,MO
CHSP00005759,260211,Saint Lukes Cancer Institute,4401 Wornall Rd,Kansas City,MO,64111,0,HSI00000935,Saint Lukes Health System,Kansas City,MO
CHSP00005660,263025,Ssm Health Rehabilitation Hospital,12380 De Paul Dr,Bridgeton,MO,63044,0,,,,
CHSP00004253,264011,Missouri Psychiatric Center,3 Hospital Dr,Columbia,MO,65201,0,HSI00001178,University of Missouri Health Care,Columbia,MO
CHSP00005481,264016,Research Psychiatric Center,2323 E 63rd St,Kansas City,MO,64130,0,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00001540,264018,Crittenton Childrens Center,10918 Elm Ave,Kansas City,MO,64134,0,HSI00000935,Saint Lukes Health System,Kansas City,MO
CHSP00006315,264027,Pathway Behavioral Health,1301 Industrial Pkwy E,El Dorado Springs,MO,64744,0,,,,
CHSP00007884,264029,Barnes Jewish Hospital Psychiatric Support Center,5355 Delmar Blvd,Saint Louis,MO,63112,0,HSI00000070,BJC Healthcare,Saint Louis,MO
CHSP00007946,265289,Cox Medical Center North,1423 N Jefferson Ave,Springfield,MO,65802,0,HSI00000290,Cox Health,Springfield,MO
CHSP00008233,267154,Ray County Memorial Hospital,904 Wollard Blvd,Richmond,MO,64085,0,,,,
CHSP00008000,267161,Excelsior Springs City Hospital,1700 Rainbow Blvd,Crystal Lakes,MO,64024,0,,,,
CHSP00008052,267218,Hermann Area Hospital District,509 W 18th St,Hermann,MO,65041,0,,,,
CHSP00008266,267246,Salem Memorial District Hospital,35629 Highway 72,Salem,MO,65560,0,HSI00000070,BJC Healthcare,Saint Louis,MO
CHSP00008208,267247,Perry County Health System,434 N West St,Perryville,MO,63775,0,,,,
CHSP00008149,267263,Madison Medical Center,611 W Main St,Fredericktown,MO,63645,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00008299,268520,Sullivan County Memorial Hospital,630 W 3rd St,Milan,MO,63556,0,,,,
CHSP00008261,268539,Saint Lukes Health System,2799 N Washington St,Chillicothe,MO,64601,0,HSI00000935,Saint Lukes Health System,Kansas City,MO
CHSP00008356,269804,University Of Missouri Hospitals And Clinics,1 Hospital Dr,Columbia,MO,65212,1,HSI00001178,University of Missouri Health Care,Columbia,MO
CHSP00008245,273977,Roosevelt Medical Center,818 2nd Ave E,Culbertson,MT,59218,0,,,,
CHSP00008004,273981,Fallon Medical Complex,202 S 4th St W,Baker,MT,59313,1,,,,
CHSP00007888,273989,Big Sandy Medical Center Inc,166 Montana Ave E,Big Sandy,MT,59520,1,,,,
CHSP00007976,273991,Deer Lodge Medical Center,1100 Hollenbeck Ln,Deer Lodge,MT,59722,1,,,,
CHSP00007974,273998,Daniels Memorial Healthcare Center,105 5th Ave E,Scobey,MT,59263,1,HSI00000114,Billings Clinic,Billings,MT
CHSP00008155,277039,Marcus Daly Memorial Hospital,1200 Westwood Dr,Hamilton,MT,59840,1,,,,
CHSP00008296,277045,Stillwater Hospital Association Inc,710 11th St N,Columbus,MT,59019,1,HSI00000114,Billings Clinic,Billings,MT
CHSP00008144,277060,Livingston Healthcare,320 Alpenglow Ln,Livingston,MT,59047,1,HSI00000114,Billings Clinic,Billings,MT
CHSP00008022,277061,Glendive Medical Center,202 Prospect Dr,Glendive,MT,59330,1,,,,
CHSP00007886,277066,Beartooth Billings Clinic,2525 N Broadway Ave,Red Lodge,MT,59068,1,HSI00000114,Billings Clinic,Billings,MT
CHSP00007887,280123,Beatrice State Developmental Center,3000 Lincoln St,Beatrice,NE,68310,0,,,,
CHSP00000752,280135,Bryan Medical Center West,2300 S 16th St,Lincoln,NE,68502,1,HSI00000143,Bryan Health,Lincoln,NE
CHSP00008153,282003,Madonna Rehabilitation Systems,17500 Burke St,Omaha,NE,68118,0,,,,
CHSP00008152,283026,Madonna Rehabilitation Hospital Omah,17500 Burke St,Omaha,NE,68118,0,,,,
CHSP00008370,283408,Webster County Community Hospital,6th Avenue & Franklin St,Red Cloud,NE,68970,0,,,,
CHSP00008123,283416,Kearney County Health Services,727 E 1st St,Minden,NE,68959,1,,,,
CHSP00008050,283421,Henderson Health Care Services Inc,1621 Front St,Henderson,NE,68371,1,,,,
CHSP00008328,283434,Thayer County Health Services,120 Park Ave,Hebron,NE,68370,0,,,,
CHSP00008239,283440,Regional West Garden County,1100 W 2nd St,Oshkosh,NE,69154,0,HSI00000871,Regional West Health Services,Scottsbluff,NE
CHSP00007981,283442,Dundy County Hospital,1313 N Cheyenne St,Benkelman,NE,69021,0,,,,
CHSP00007935,283449,Community Medical Center Inc,3307 Barada St,Falls City,NE,68355,1,,,,
CHSP00008205,283984,Pawnee County Memorial Hospital,600 I St,Pawnee City,NE,68420,1,,,,
CHSP00008271,283990,Saunders Medical Center,1760 County Road J,Wahoo,NE,68066,0,HSI00000143,Bryan Health,Lincoln,NE
CHSP00008177,284004,Norfolk Regional Center,1700 N Victory Rd,Norfolk,NE,68701,0,,,,
CHSP00008115,287037,Jefferson Community Health Center,2200 H St,Fairbury,NE,68352,1,,,,
CHSP00007865,287040,Antelope Memorial Hospital,102 W 9th St,Neligh,NE,68756,1,,,,
CHSP00007918,287052,Chadron Community Hospital And Health Services,825 Centennial Dr,Chadron,NE,69337,1,HSI00000868,Regional Health,Rapid City,SD
CHSP00007921,287059,Cherry County Hospital,510 N Green St,Valentine,NE,69201,0,,,,
CHSP00008119,287073,Johnson County Hospital,202 High St,Tecumseh,NE,68450,0,,,,
CHSP00008007,287075,Franciscan Care Services,430 N Monitor St,West Point,NE,68788,1,HSI00000487,Holy Family Memorial,Manitowoc,WI
CHSP00008223,287095,Providence Medical Center,1200 Providence Rd,Wayne,NE,68787,1,,,,
CHSP00007934,287106,Community Hospital,1301 E H St,Mc Cook,NE,69001,1,,,,
CHSP00006143,290051,Carson Tahoe Sierra Surgery,1400 Medical Pkwy,Carson City,NV,89703,0,HSI00000178,Carson Tahoe Health,Carson City,NV
CHSP00008214,293034,Post Acute Medical Rehabilitation Hospital Of Centennial Hills,6166 N Durango Dr,Las Vegas,NV,89149,0,,,,
CHSP00008283,293979,South Lyon Medical Center Inc,213 S Whitacre St,Yerington,NV,89447,0,,,,
CHSP00008142,293982,Lincoln County Hospital District,700 N Spring St,Caliente,NV,89008,0,,,,
CHSP00008284,295011,South Lyon Medical Center Inc,213 S Whitacre St,Yerington,NV,89447,1,,,,
CHSP00008218,295021,Premier Health And Rehabilitation Center Of Las Vegas,2945 Casa Vegas St,Las Vegas,NV,89169,0,,,,
CHSP00007892,295046,Boulder City Hospital Inc,901 Adams Blvd,Boulder City,NV,89005,1,,,,
CHSP00008039,295048,Harmon Medical And Rehabilitation Hospital,2170 E Harmon Ave,Las Vegas,NV,89119,0,,,,
CHSP00008127,295087,Kindred Hospital Las Vegas Flamingo Campus,2250 E Flamingo Rd,Las Vegas,NV,89119,0,,,,
CHSP00005770,310018,Saint Michaels Medical Center,268 Dr Martin Luther King Jr Blvd,Newark,NJ,07102,0,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00005747,310116,Saint Josephs Wayne Hospital,224 Hamburg Tpke,Wayne,NJ,07470,1,HSI00000929,Saint Josephs Healthcare System,Paterson,NJ
CHSP00007896,314023,Aspen Hills Healthcare Center,600 Pemberton Browns Mills Rd,Pemberton,NJ,08068,0,,,,
CHSP00008338,315442,Trinitas Regional Medical Center,655 E Jersey St,Elizabeth,NJ,07206,0,HSI00001105,Trinitas Regional Medical Center,Elizabeth,NJ
CHSP00005222,320079,Presbyterian Kaseman Hospital,8300 Constitution Ave Ne,Albuquerque,NM,87110,1,HSI00000843,Presbyterian Healthcare Services,Albuquerque,NM
CHSP00002603,320083,Heart Hospital Of New Mexico At Lovelace Medical Center,504 Elm St Ne,Albuquerque,NM,87102,0,HSI00000046,Ardent Health Services,Nashville,TN
CHSP00001209,320087,Christus Saint Vincent Physicians Medical Center,2990 Rodeo Park Dr E,Santa Fe,NM,87505,0,HSI00000152,Christus Health,Irving,TX
CHSP00008219,320090,Presbyterian Santa Fe Medical Center,4801 Beckner Rd,Santa Fe,NM,87507,1,HSI00000843,Presbyterian Healthcare Services,Albuquerque,NM
CHSP00008325,321310,Taos Health Systems Inc,1397 Weimer Rd,Taos,NM,87571,1,,,,
CHSP00005844,323029,San Juan Regional Rehab Hospital,525 S Schwartz Ave,Farmington,NM,87401,0,HSI00000956,San Juan Regional Medical Center,Farmington,NM
CHSP00008275,323999,Sierra Vista Hospital,800 E 9th Ave,Truth Or Consequences,NM,87901,0,,,,
CHSP00007914,324014,Central Desert Behavioral Hc,239 Elm St Ne,Albuquerque,NM,87102,0,,,,
CHSP00008278,327027,Socorro General Hospital,1202 Highway 60,Socorro,NM,87801,1,HSI00000843,Presbyterian Healthcare Services,Albuquerque,NM
CHSP00005767,330010,Saint Marys Hospital Memorial Campus,4988 State Highway 30,Amsterdam,NY,12010,0,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001685,330036,Saint Johns Riverside Hospital,128 Ashford Ave,Dobbs Ferry,NY,10522,1,HSI00000882,Riverside Health Care System,Yonkers,NY
CHSP00004498,330061,New York Presbyterian Lawrence Hospi,55 Palmer Ave,Bronxville,NY,10708,1,HSI00000731,New York Presbyterian Healthcare System,New York,NY
CHSP00004500,330064,Newyork Presbyterian Lower Manhattan Hospital,170 William St,New York,NY,10038,1,HSI00000731,New York Presbyterian Healthcare System,New York,NY
CHSP00004171,330067,Midhudson Regional Hospital Of Westchester Medical Center,241 North Rd,Poughkeepsie,NY,12601,1,HSI00001252,Westchester Medical Center,Valhalla,NY
CHSP00004290,330072,Montefiore Wakefield Hospital,600 E 233rd St,Bronx,NY,10466,1,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00006169,330091,Sisters Of Charity Hospital Saint Joseph Campus,2605 Harlem Rd,Buffalo,NY,14225,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00003370,330132,Tlc Health Network,845 Route 5 And 20,Irving,NY,14081,1,,,,
CHSP00007350,330159,Upstate University Hospital At Community Campus,4900 Broad Rd,Syracuse,NY,13215,1,HSI00000904,SUNY Upstate Medical University,Syracuse,NY
CHSP00007368,33017F,Va New York Harbor Healthcare System Manhattan Campus,423 E 23rd St,New York,NY,10010,0,,,,
CHSP00000113,330189,Albany Medical Center South Clinical Campus,25 Hackett Blvd,Albany,NY,12208,0,HSI00000019,Albany Medical Center,Albany,NY
CHSP00004494,330306,Nyu Langone Hospital-Brooklyn,150 55th St,Brooklyn,NY,11220,1,HSI00000717,NYU Langone Health,New York,NY
CHSP00001840,330339,Ellis Medicine,2210 Troy Schenectady Rd,Schenectady,NY,12309,1,HSI00000339,Ellis Medicine,Schenectady,NY
CHSP00006244,330340,Southampton Hospital,240 Meeting House Ln,Southampton,NY,11968,1,HSI00001038,Stony Brook Medicine,Stony Brook,NY
CHSP00002052,330353,Long Island Jewish Forest Hills,10201 66th Rd,Forest Hills,NY,11375,1,HSI00000767,Northwell Health,New Hyde Park,NY
CHSP00003579,330372,Long Island Jewish Valley Stream,900 Franklin Ave,Valley Stream,NY,11580,1,HSI00000767,Northwell Health,New Hyde Park,NY
CHSP00004410,330389,Nyu Langone Orthopedic Hospital,301 E 17th St,New York,NY,10003,0,HSI00000717,NYU Langone Health,New York,NY
CHSP00004322,331306,Moses-Ludington Hospital,1019 Wicker St,Ticonderoga,NY,12883,1,HSI00001185,University of Vermont Health Network,Burlington,VT
CHSP00007895,333030,Burke Rehabilitation Hospital,785 Mamaroneck Ave,White Plains,NY,10605,0,HSI00000700,Montefiore Medical Center,Bronx,NY
CHSP00008176,333560,Newyork Presbyterian Columbia University Medical Center,630 W 168th St,New York,NY,10032,1,HSI00000731,New York Presbyterian Healthcare System,New York,NY
CHSP00008140,345166,Lifebrite Community Hospital Of Stokes,1570 Nc 8 And 89 Hwy N,Danbury,NC,27016,1,,,,
CHSP00008126,345273,Kindred Hospital Greensboro,2401 S Side Blvd,Greensboro,NC,27406,0,,,,
CHSP00008333,353404,Towner County Medical Center,Highway 281 N,Cando,ND,58324,1,,,,
CHSP00008216,353405,Pr Health Corp,115 Vivian St W,Park River,ND,58270,1,,,,
CHSP00008169,353407,Mountrail County Health Center,615 6th St Se,Stanley,ND,58784,1,,,,
CHSP00007939,353979,Cooperstown Medical Center,1200 Roberts Ave Ne,Cooperstown,ND,58425,1,,,,
CHSP00008331,353986,Tioga Medical Center,810 N Welo St,Tioga,ND,58852,1,,,,
CHSP00008339,353992,Trinity Kenmare Hospital,317 1st Ave Nw,Kenmare,ND,58746,1,HSI00001107,Trinity Health,Minot,ND
CHSP00008260,357013,Saint Josephs Hospital And Health Center,2500 Fairway St,Dickinson,ND,58601,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00007922,357030,Chi Saint Alexius Health Williston,1301 15th Ave W,Williston,ND,58801,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006694,360019,Summa Health System Barberton,155 5th St Ne,Barberton,OH,44203,1,HSI00001043,Summa Health System,Akron,OH
CHSP00004787,360062,Ohio State University Hospital East,181 Taylor Ave,Columbus,OH,43203,0,HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH
CHSP00007271,360115,Uh Bedford Medical Center,44 Blaine Ave,Bedford,OH,44146,1,HSI00001156,University Hospitals,Shaker Heights,OH
CHSP00006970,360271,The West Chester Hospital Surgical Center,7750 Discovery Dr,West Chester,OH,45069,0,HSI00001118,UC Health,Cincinnati,OH
CHSP00001556,360351,Crystal Clinic Orthopaedic Center,444 N Main St,Akron,OH,44310,0,,,,
CHSP00007874,360365,Avita Ontario Hospital,715 Richland Mall,Mansfield,OH,44906,1,,,,
CHSP00008273,362040,Select Specialty Hospital Boardman,8401 Market St,Boardman,OH,44512,0,,,,
CHSP00008221,362339,Promedica Fostoria Community Hospital,501 Van Buren St,Fostoria,OH,44830,1,HSI00000848,ProMedica Health System,Toledo,OH
CHSP00008337,363041,Trihealth Rehabilitation Hospital,2155 Dana Ave,Cincinnati,OH,45207,0,,,,
CHSP00008167,363042,Mount Carmel Rehabilitation Hospital,597 Executive Campus Dr,Westerville,OH,43082,0,,,,
CHSP00005367,363302,Rainbow Babies & Childrens Hospital,11100 Euclid Ave,Cleveland,OH,44106,1,HSI00001156,University Hospitals,Shaker Heights,OH
CHSP00008055,364053,Highland Springs,4199 Millpond Dr,Beachwood,OH,44122,0,,,,
CHSP00007869,364056,Assurance Health - Cincinnati,11690 Grooms Rd,Blue Ash,OH,45242,0,,,,
CHSP00007891,364057,Blueridge Vista Health & Welness,5500 Verulam Ave,Cincinnati,OH,45213,0,,,,
CHSP00008300,364058,Sun Behavioral Columbus,900 E Dublin Granville Rd,Columbus,OH,43229,0,,,,
CHSP00008049,365800,Heather Hill Care Communities,12340 Bass Lake Rd,Chardon,OH,44024,0,HSI00001156,University Hospitals,Shaker Heights,OH
CHSP00007873,366074,Aultman Health Foundation,2821 Woodlawn Ave Nw,Canton,OH,44708,0,HSI00000065,Aultman Health Foundation,Canton,OH
CHSP00008041,367139,Harrison Community Hospital,951 E Market St,Cadiz,OH,43907,1,HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH
CHSP00000662,370105,Ssm Health Bone And Joint Hospital At Saint Anthony,1111 N Dewey Ave,Oklahoma City,OK,73103,0,HSI00000902,SSM Health,Saint Louis,MO
CHSP00004729,370148,Ou Medicine Inc,1 S Bryant Ave,Edmond,OK,73034,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00005720,370176,Saint Francis Hospital South,10501 E 91st St,Tulsa,OK,74133,1,HSI00000919,Saint Francis Health System,Tulsa,OK
CHSP00001778,370232,Saint Francis Hospital Muskogee East,2900 N Main St,Muskogee,OK,74401,1,HSI00000919,Saint Francis Health System,Tulsa,OK
CHSP00008040,371338,Harmon Memorial Hospital,400 E Chestnut St,Hollis,OK,73550,1,,,,
CHSP00008162,371340,Memorial Hospital Of Texas County,520 Medical Dr,Guymon,OK,73942,1,,,,
CHSP00008215,373035,Pam Rehab Hospital Of Tulsa,10020 E 91st St,Tulsa,OK,74133,0,,,,
CHSP00008057,373994,Holdenville General Hospital Authority,100 Mcdougal Dr,Holdenville,OK,74848,1,,,,
CHSP00008113,377208,Integris Bass Pavilion Northwest Specialty Hospital,401 S 3rd St,Enid,OK,73701,0,HSI00000507,Integris Health,Oklahoma City,OK
CHSP00007081,380068,Tuality Healthcare,1809 Maple St,Forest Grove,OR,97116,1,HSI00001111,Tuality Healthcare,Hillsboro,OR
CHSP00007890,387045,Blue Mountain Hospital District,170 Ford Rd,John Day,OR,97845,1,,,,
CHSP00003957,390011,Conemaugh Memorial Medical Center Lee Campus,320 Main St,Johnstown,PA,15901,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00004925,390019,Saint Lukes Palmerton Campus,135 Lafayette Ave,Palmerton,PA,18071,1,HSI00000936,Saint Lukes University Health Network,Bethlehem,PA
CHSP00007435,39002F,Veterans Affairs Medical Center Butler,353 N Duffy Rd,Butler,PA,16001,0,,,,
CHSP00002169,390169,Geisinger South Wilkes Barre,25 Church St,Wilkes Barre,PA,18765,0,HSI00000388,Geisinger Health System,Danville,PA
CHSP00002175,390189,Geisinger Shamokin Area Community Hospital,4200 Hospital Rd,Coal Township,PA,17866,1,HSI00000388,Geisinger Health System,Danville,PA
CHSP00007626,390327,Wellspan Surgery And Rehab Hospital,55 Monument Rd,York,PA,17403,0,HSI00001243,Wellspan Health,York,PA
CHSP00008279,391316,Soldiers & Sailors Memorial Hospt.,32-36 Central Ave,Wellsboro,PA,16901,1,HSI00001126,UPMC,Pittsburgh,PA
CHSP00004577,392026,North Philadelphia Health System,8th St And Girard Ave,Philadelphia,PA,19122,0,,,,
CHSP00008357,395228,Upmc Cole,1001 E 2nd St,Coudersport,PA,16915,1,HSI00001126,UPMC,Pittsburgh,PA
CHSP00008274,395925,Select Specialty Hospital Mckeesport,1500 5th Ave,Mckeesport,PA,15132,0,,,,
CHSP00008138,395951,Lehigh Valley Health Network 17th Street,1627 Chew St,Allentown,PA,18102,1,HSI00000577,Lehigh Valley Health Network,Allentown,PA
CHSP00008382,396115,Wyndmoor Hills Premier Subacute Care,8601 Stenton Ave,Wyndmoor,PA,19038,0,,,,
