Facility Name,Region,County,Modified Date,Time ,COVID-19 Patients in Acute Care Beds,COVID-19 Patients in ICU,Ventilators Available,Ventilators in Use,Physical Adult ICU Beds,Staffed Adult ICU Beds,Occupied Adult ICU Beds,Physical Pediatric ICU Beds,Staffed Pediatric ICU Beds,Occupied Pediatric ICU Beds,Physical Adult Acute Care Beds,Staffed Adult Acute Care Beds,Occupied Adult Acute Care Beds,Physical Pediatric Acute Care Beds,Staffed Pediatric Acute Care Beds,Occupied Pediatric Acute Care Beds,Patients in the ED,Have you expanded into non traditional spaces?,"If you have expanded, how many beds have you added?",Indicator of Clinical Staff Absenteeism,ECMO Adult Machines,ECMO Peds/Neonate Machines,Patients Under Investigation
Anne Arundel Medical Center,Region III,Anne Arundel County,8/27/20,09:25:00,9,5,66,8,38,38,21,0,0,0,326,285,260,10,10,8,30,Yes,339,1,0,0,17
Anne Arundel Medical Center,Region III,Anne Arundel County,8/28/20,09:24:00,8,5,65,9,38,38,24,0,0,0,326,285,268,10,10,5,45,Yes,339,1,0,0,19
Anne Arundel Medical Center,Region III,Anne Arundel County,8/29/20,09:19:00,9,5,67,7,38,38,23,0,0,0,326,285,250,10,10,10,26,Yes,339,1,0,0,20
Anne Arundel Medical Center,Region III,Anne Arundel County,8/30/20,11:22:00,6,5,67,7,38,38,24,0,0,0,326,285,240,10,10,8,38,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,8/31/20,09:41:00,7,3,66,8,38,38,25,0,0,0,326,285,241,10,10,4,20,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,9/1/20,09:16:00,5,3,67,7,38,38,21,0,0,0,326,285,257,10,10,4,26,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,9/2/20,09:27:00,3,3,67,7,38,38,20,0,0,0,326,285,252,10,10,4,20,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,9/3/20,09:07:00,4,2,66,8,38,38,18,0,0,0,326,285,235,10,10,5,24,Yes,339,1,0,0,23
Anne Arundel Medical Center,Region III,Anne Arundel County,9/4/20,09:06:00,6,0,68,6,38,38,17,0,0,0,326,285,244,10,10,4,17,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,9/5/20,09:03:00,6,0,65,9,38,38,21,0,0,0,326,285,250,10,10,3,19,Yes,339,1,0,0,19
Anne Arundel Medical Center,Region III,Anne Arundel County,9/6/20,09:04:00,7,2,65,9,38,38,21,0,0,0,326,285,241,10,10,3,26,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,9/7/20,09:57:00,10,0,62,11,38,38,21,0,0,0,326,285,217,10,10,5,33,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,9/8/20,09:30:00,11,1,62,11,38,38,18,0,0,0,326,285,229,10,10,5,30,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,9/9/20,09:25:00,12,2,67,7,38,38,20,0,0,0,326,285,262,10,10,8,25,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,9/10/20,10:18:00,12,1,64,10,38,38,21,0,0,0,326,285,252,10,10,4,20,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,9/11/20,09:19:00,12,1,66,8,38,38,22,0,0,0,326,285,268,10,10,10,37,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,9/12/20,09:09:00,13,1,61,13,38,38,25,0,0,0,326,285,258,10,10,6,39,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,9/13/20,09:15:00,14,1,63,11,38,38,26,0,0,0,326,285,254,10,10,7,24,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,9/14/20,09:18:00,12,2,64,10,38,38,26,0,0,0,326,285,254,10,10,4,29,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,9/15/20,09:14:00,12,2,64,10,38,38,24,0,0,0,326,285,268,10,10,5,28,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,9/16/20,10:34:00,11,3,64,10,38,38,22,0,0,0,326,285,272,10,10,2,22,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,9/17/20,09:25:00,14,3,67,7,38,38,25,0,0,0,326,285,266,10,10,3,19,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,9/18/20,09:06:00,13,3,65,9,38,38,21,0,0,0,326,285,255,10,10,7,14,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,9/19/20,09:46:00,12,3,66,8,38,38,21,0,0,0,326,285,249,10,10,10,22,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,9/20/20,09:04:00,13,3,67,7,38,38,15,0,0,0,326,285,227,10,10,8,25,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,9/21/20,09:59:00,16,3,68,8,38,38,18,0,0,0,326,285,236,10,10,4,26,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,9/22/20,09:40:00,14,4,65,9,38,38,20,0,0,0,326,285,258,10,10,6,29,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,9/23/20,09:27:00,12,4,65,9,38,38,20,0,0,0,326,285,261,10,10,2,40,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,9/24/20,13:20:00,13,3,65,9,38,38,21,0,0,0,326,286,286,10,10,3,45,Yes,339,1,0,0,15
Anne Arundel Medical Center,Region III,Anne Arundel County,9/25/20,09:13:00,12,3,62,12,38,38,22,0,0,0,326,286,276,10,10,9,37,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,9/26/20,09:11:00,5,3,63,11,38,38,24,0,0,0,326,286,258,10,10,8,20,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,9/27/20,09:13:00,5,3,61,13,38,38,20,0,0,0,326,286,233,10,10,8,25,Yes,339,1,0,0,18
Anne Arundel Medical Center,Region III,Anne Arundel County,9/28/20,09:29:00,7,2,62,12,38,38,22,0,0,0,326,286,217,10,10,7,36,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,9/29/20,09:16:00,12,1,64,10,38,38,23,0,0,0,326,286,251,10,10,10,40,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,9/30/20,09:20:00,13,1,63,11,38,38,24,0,0,0,326,286,274,10,10,9,23,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,10/1/20,09:08:00,14,1,64,10,38,38,23,0,0,0,326,286,266,10,10,7,22,Yes,339,1,0,0,11
Anne Arundel Medical Center,Region III,Anne Arundel County,10/2/20,09:19:00,16,1,64,10,38,38,21,0,0,0,326,286,269,10,10,4,37,Yes,339,1,0,0,17
Anne Arundel Medical Center,Region III,Anne Arundel County,10/3/20,09:37:00,20,1,63,11,38,38,21,0,0,0,326,286,270,10,10,4,28,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,10/4/20,09:03:00,19,1,63,10,38,38,22,0,0,0,326,286,260,10,10,3,24,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,10/5/20,09:11:00,18,3,63,11,38,38,22,0,0,0,326,286,245,10,10,4,23,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,10/6/20,09:13:00,15,4,66,8,38,38,23,0,0,0,326,286,221,10,10,1,25,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,10/7/20,09:09:00,15,4,61,13,38,38,26,0,0,0,326,286,277,10,10,4,27,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,10/8/20,09:10:00,13,4,62,12,38,38,28,0,0,0,326,286,270,10,10,3,39,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,10/9/20,11:23:00,13,4,61,13,38,38,26,0,0,0,326,286,264,10,10,7,27,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,10/10/20,09:04:00,17,3,61,13,38,38,23,0,0,0,326,286,252,10,10,8,17,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,10/11/20,09:08:00,14,2,63,11,38,38,22,0,0,0,326,286,238,10,10,4,20,Yes,339,1,0,0,11
Anne Arundel Medical Center,Region III,Anne Arundel County,10/12/20,10:25:00,15,2,67,7,38,38,24,0,0,0,326,286,240,10,10,3,19,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,10/13/20,09:10:00,13,1,64,10,38,38,23,0,0,0,326,286,256,10,10,5,39,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/14/20,09:09:00,13,1,64,10,38,38,23,0,0,0,326,286,261,10,10,5,40,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/15/20,09:25:00,20,1,65,9,38,38,25,0,0,0,326,286,284,10,10,6,37,Yes,339,1,0,0,17
Anne Arundel Medical Center,Region III,Anne Arundel County,10/16/20,09:24:00,18,2,64,10,38,38,22,0,0,0,326,286,273,10,10,6,30,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,10/17/20,09:14:00,18,2,67,7,38,38,23,0,0,0,326,286,271,10,10,4,33,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/18/20,09:25:00,19,2,65,9,38,38,20,0,0,0,326,286,246,10,10,4,25,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,10/19/20,09:17:00,16,4,64,10,38,38,24,0,0,0,326,286,231,10,10,10,24,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,10/20/20,11:47:00,20,3,64,10,38,38,25,0,0,0,326,286,236,10,10,8,51,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,10/21/20,09:18:00,15,3,63,11,38,38,24,0,0,0,326,286,270,10,10,4,19,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,10/22/20,09:06:00,13,3,64,10,38,38,22,0,0,0,326,286,268,10,10,6,34,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,10/23/20,09:40:00,13,4,65,9,38,38,24,0,0,0,326,286,278,10,10,2,33,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/24/20,09:04:00,17,4,62,12,38,38,22,0,0,0,326,286,268,10,10,8,28,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/25/20,09:15:00,19,6,60,14,38,38,25,0,0,0,326,286,256,10,10,6,59,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,10/26/20,09:11:00,16,5,61,13,38,38,24,0,0,0,326,286,244,10,10,2,41,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,10/27/20,09:11:00,21,3,59,15,38,38,28,0,0,0,326,286,266,10,10,8,60,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,10/28/20,11:14:00,21,3,59,15,38,38,29,0,0,0,326,286,281,10,10,9,32,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,10/29/20,13:27:00,21,3,59,15,38,38,26,0,0,0,326,288,288,10,10,8,30,Yes,339,1,0,0,2
Anne Arundel Medical Center,Region III,Anne Arundel County,10/30/20,09:11:00,23,1,64,10,38,38,25,0,0,0,326,288,279,10,10,6,27,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,10/31/20,09:08:00,25,2,64,10,38,38,24,0,0,0,326,288,243,10,10,8,25,Yes,339,1,0,0,4
Anne Arundel Medical Center,Region III,Anne Arundel County,11/1/20,09:14:00,21,2,66,8,38,38,23,0,0,0,326,288,229,10,10,2,21,Yes,339,1,0,0,11
Anne Arundel Medical Center,Region III,Anne Arundel County,11/2/20,09:44:00,20,4,65,9,38,38,23,0,0,0,326,288,239,10,10,1,27,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,11/3/20,09:07:00,24,4,64,10,38,38,18,0,0,0,326,288,237,10,10,9,34,Yes,339,1,0,0,14
Anne Arundel Medical Center,Region III,Anne Arundel County,11/4/20,09:29:00,14,4,61,13,38,38,25,0,0,0,326,288,272,10,10,4,21,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,11/5/20,09:05:00,12,4,57,17,38,38,25,0,0,0,326,288,271,10,10,6,27,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,11/6/20,09:09:00,10,4,60,14,38,38,25,0,0,0,326,288,274,10,10,1,21,Yes,339,1,0,0,11
Anne Arundel Medical Center,Region III,Anne Arundel County,11/7/20,09:03:00,12,4,63,11,38,38,21,0,0,0,326,288,269,10,10,1,16,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,11/8/20,09:41:00,12,3,62,12,38,38,20,0,0,0,326,288,239,10,10,2,26,Yes,339,1,0,0,6
Anne Arundel Medical Center,Region III,Anne Arundel County,11/9/20,09:18:00,16,4,63,11,38,38,20,0,0,0,326,288,242,10,10,1,24,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,11/10/20,09:10:00,20,3,61,13,38,38,23,0,0,0,326,288,273,10,10,4,40,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,11/11/20,09:24:00,26,3,55,19,38,38,23,0,0,0,326,288,272,10,10,4,36,Yes,339,1,0,0,13
Anne Arundel Medical Center,Region III,Anne Arundel County,11/12/20,09:04:00,26,3,56,18,38,38,25,0,0,0,326,288,279,10,10,2,34,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,11/13/20,10:23:00,26,4,54,20,38,38,31,0,0,0,326,288,281,10,10,4,38,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,11/14/20,09:15:00,24,4,58,16,38,38,29,0,0,0,326,288,273,10,10,2,29,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,11/15/20,09:22:00,21,3,61,13,38,38,27,0,0,0,326,288,256,10,10,4,20,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,11/16/20,09:16:00,24,3,62,12,38,38,24,0,0,0,326,288,251,10,10,2,47,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,11/17/20,09:28:00,25,3,63,11,38,38,24,0,0,0,326,288,282,10,10,6,53,Yes,339,1,0,0,10
Anne Arundel Medical Center,Region III,Anne Arundel County,11/18/20,13:35:00,26,2,65,9,38,38,26,0,0,0,326,293,293,10,10,6,42,Yes,339,1,0,0,12
Anne Arundel Medical Center,Region III,Anne Arundel County,11/19/20,09:13:00,24,2,65,9,38,38,27,0,0,0,326,288,288,10,10,8,35,Yes,339,1,0,0,11
Anne Arundel Medical Center,Region III,Anne Arundel County,11/20/20,09:14:00,28,3,65,9,38,38,23,0,0,0,326,288,279,10,10,8,18,Yes,339,1,0,0,5
Anne Arundel Medical Center,Region III,Anne Arundel County,11/21/20,09:06:00,35,2,65,8,38,38,21,0,0,0,326,288,262,10,10,8,19,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,11/22/20,09:06:00,39,3,67,7,38,38,23,0,0,0,326,288,267,10,10,8,17,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,11/23/20,09:11:00,40,4,65,9,38,38,23,0,0,0,326,288,262,10,10,1,30,Yes,339,1,0,0,3
Anne Arundel Medical Center,Region III,Anne Arundel County,11/24/20,09:10:00,44,4,65,9,38,38,24,0,0,0,326,292,292,10,10,3,29,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,11/25/20,09:10:00,45,7,60,14,38,38,28,0,0,0,326,292,272,10,10,0,53,Yes,339,1,0,0,9
Anne Arundel Medical Center,Region III,Anne Arundel County,11/26/20,09:05:00,46,10,59,15,38,38,31,0,0,0,326,292,283,10,10,6,24,Yes,339,1,0,0,8
Anne Arundel Medical Center,Region III,Anne Arundel County,11/27/20,09:07:00,45,11,61,13,38,38,32,0,0,0,326,292,270,10,10,4,17,Yes,339,1,0,0,2
Anne Arundel Medical Center,Region III,Anne Arundel County,11/28/20,09:08:00,45,10,61,13,38,38,28,0,0,0,326,292,273,10,10,2,19,Yes,339,1,0,0,7
Anne Arundel Medical Center,Region III,Anne Arundel County,11/29/20,09:20:00,47,12,61,13,38,38,28,0,0,0,326,292,274,10,10,2,24,Yes,339,1,0,0,4
Anne Arundel Medical Center,Region III,Anne Arundel County,11/30/20,09:26:00,65,10,61,13,38,38,27,0,0,0,326,292,274,10,10,2,45,Yes,339,1,0,0,8
Atlantic General Hospital,Region IV,Worcester County,3/25/20,,0,0,8,null,18,8,6,0,0,0,59,59,23,0,0,null,10,Yes,7,1,null,0,
Atlantic General Hospital,Region IV,Worcester County,3/26/20,,0,0,8,null,18,15,8,0,0,0,49,59,18,0,0,0,0,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,3/27/20,,0,0,10,null,8,8,3,0,0,0,50,40,15,0,0,0,5,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,3/28/20,,0,0,10,null,8,6,2,0,0,0,58,40,16,0,0,0,7,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,3/29/20,,1,0,10,null,8,8,2,0,0,0,58,40,21,0,0,0,8,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,3/30/20,,1,0,10,null,8,8,2,0,0,0,58,40,21,0,0,0,8,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,3/31/20,,0,0,0,null,8,8,6,0,0,0,58,40,18,0,0,0,16,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/1/20,1:26:00 PM,null,null,11,null,8,8,5,0,0,0,58,40,14,0,0,0,4,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/2/20,10:29:16 AM,0,0,11,3,8,8,6,0,0,0,58,40,13,0,0,0,1,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/3/20,3:08:16 PM,0,0,12,2,8,8,3,0,0,0,58,40,11,0,0,0,5,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/4/20,1:16:06 PM,3,3,12,2,8,8,3,0,0,0,58,40,15,0,0,0,2,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/5/20,10:22:07 AM,5,1,12,2,8,8,3,0,0,0,58,40,16,0,0,0,1,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/6/20,11:41:35 AM,0,0,12,4,8,8,6,0,0,0,58,40,21,0,0,0,2,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/7/20,11:19:05 AM,0,1,12,2,8,8,6,0,0,0,58,40,21,0,0,0,2,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/8/20,12:01:01 PM,0,1,12,3,8,8,8,0,0,0,58,40,15,0,0,0,3,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/9/20,11:25:03 AM,0,1,12,4,8,8,8,0,0,0,58,40,15,0,0,0,3,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/10/20,10:54:28 AM,0,1,12,4,8,8,6,0,0,0,58,40,21,0,0,0,6,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/11/20,12:47:16,1,1,12,4,8,8,5,0,0,0,58,40,23,0,0,0,7,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/12/20,12:41:41,1,2,12,5,8,8,5,0,0,0,58,40,25,0,0,0,4,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/13/20,2:23:03 PM,1,2,10,4,8,8,4,0,0,0,58,40,25,0,0,0,10,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/14/20,10:29:13 AM,4,2,10,4,8,8,4,0,0,0,58,40,25,0,0,0,10,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/15/20,10:44:26,11,2,11,3,8,8,4,0,0,0,58,40,25,0,0,0,1,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/16/20,12:36:53,11,2,11,3,8,8,4,0,0,0,58,40,25,0,0,0,1,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/17/20,14:11:00,1,5,10,5,15,15,8,0,0,0,51,40,22,0,0,0,3,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/18/20,11:58:00,2,6,10,5,15,15,11,0,0,0,51,40,16,0,0,0,0,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/19/20,13:59:00,2,6,10,5,15,15,11,0,0,0,51,40,16,0,0,0,0,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/20/20,10:07:00,1,5,7,8,15,15,7,0,0,0,51,40,17,0,0,0,2,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/21/20,11:59:00,1,5,8,7,15,15,8,0,0,0,51,40,21,0,0,0,1,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/22/20,12:27:00,1,6,7,8,15,15,11,0,0,0,51,40,22,0,0,0,4,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/23/20,11:13:00,1,6,8,7,15,15,9,0,0,0,51,40,21,0,0,0,6,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/24/20,11:27:00,1,5,7,8,15,15,8,0,0,0,51,40,21,0,0,0,5,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/25/20,10:11:00,0,6,7,7,15,15,9,0,0,0,51,40,28,0,0,0,7,Yes,7,null,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/26/20,10:35:00,0,6,7,6,15,15,9,0,0,0,51,40,27,0,0,0,9,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/27/20,10:30:00,1,7,8,9,15,15,11,0,0,0,51,40,24,0,0,0,3,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/28/20,09:58:00,1,7,8,9,15,15,12,0,0,0,51,40,20,0,0,0,7,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/29/20,09:58:00,1,6,7,10,15,15,11,0,0,0,51,40,26,0,0,0,5,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,4/30/20,11:51:00,1,6,7,10,15,15,11,0,0,0,51,40,28,0,0,0,6,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/1/20,10:46:00,1,7,8,9,15,15,11,0,0,0,51,40,28,0,0,0,6,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/2/20,12:30:00,1,7,8,9,15,15,9,0,0,0,67,49,34,0,0,0,2,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/3/20,11:31:00,1,6,8,9,15,15,9,0,0,0,67,49,34,0,0,0,5,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/4/20,13:20:00,1,6,8,9,15,15,9,0,0,0,67,49,34,0,0,0,2,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/5/20,13:32:00,1,7,7,10,15,15,12,0,0,0,67,49,37,0,0,0,0,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/6/20,13:46:00,2,5,7,10,15,15,10,0,0,0,83,67,35,0,0,0,4,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/7/20,11:08:00,3,6,7,10,15,15,10,0,0,0,83,66,29,0,0,0,7,Yes,7,1,0,0,
Atlantic General Hospital,Region IV,Worcester County,5/8/20,13:21:00,2,7,8,9,15,15,9,0,0,0,82,66,24,0,0,0,7,Yes,7,1,0,0,4
Atlantic General Hospital,Region IV,Worcester County,5/9/20,14:42:00,3,5,8,8,15,15,8,0,0,0,82,66,22,0,0,0,2,Yes,7,1,0,0,2
Atlantic General Hospital,Region IV,Worcester County,5/10/20,13:51:00,2,5,8,7,15,15,8,0,0,0,82,66,22,0,0,0,1,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/11/20,09:44:00,4,5,10,7,15,15,9,0,0,0,82,66,28,0,0,0,7,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/12/20,10:51:00,5,3,11,6,15,15,8,0,0,0,82,66,29,0,0,0,9,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/13/20,09:42:00,5,4,11,6,15,15,7,0,0,0,82,66,30,0,0,0,1,Yes,7,1,0,0,4
Atlantic General Hospital,Region IV,Worcester County,5/14/20,09:47:00,5,4,12,5,15,15,7,0,0,0,82,66,29,0,0,0,5,Yes,7,1,0,0,1
Atlantic General Hospital,Region IV,Worcester County,5/15/20,09:08:00,4,5,12,5,15,15,10,0,0,0,82,66,29,0,0,0,5,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/16/20,14:12:00,2,5,12,5,15,15,6,0,0,0,82,66,30,0,0,0,3,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/17/20,14:27:00,1,5,12,5,15,15,7,0,0,0,82,66,26,0,0,0,9,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/18/20,12:39:00,1,5,15,2,15,15,8,0,0,0,82,66,27,0,0,0,5,Yes,7,1,0,0,1
Atlantic General Hospital,Region IV,Worcester County,5/19/20,09:20:00,2,5,11,6,15,15,8,0,0,0,82,66,29,0,0,0,5,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/20/20,10:18:00,2,4,15,2,15,15,7,0,0,0,82,66,24,0,0,0,7,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/21/20,14:01:00,2,2,16,1,15,15,2,0,0,0,82,66,28,0,0,0,9,Yes,7,1,0,0,4
Atlantic General Hospital,Region IV,Worcester County,5/22/20,07:31:00,2,2,16,1,15,15,2,0,0,0,82,66,28,0,0,0,9,Yes,7,1,0,0,4
Atlantic General Hospital,Region IV,Worcester County,5/23/20,13:06:00,4,0,16,1,15,15,1,0,0,0,82,66,29,0,0,0,2,Yes,7,1,0,0,4
Atlantic General Hospital,Region IV,Worcester County,5/24/20,12:24:00,5,0,16,1,15,15,2,0,0,0,82,66,26,0,0,0,6,Yes,7,1,0,0,2
Atlantic General Hospital,Region IV,Worcester County,5/25/20,10:41:00,5,0,16,1,15,15,2,0,0,0,82,66,26,0,0,0,6,Yes,7,1,0,0,0
Atlantic General Hospital,Region IV,Worcester County,5/26/20,11:41:00,5,0,17,0,15,8,3,0,0,0,61,44,25,0,0,0,7,Yes,7,1,0,0,2
Atlantic General Hospital,Region IV,Worcester County,5/27/20,10:49:00,5,0,17,0,15,8,3,0,0,0,61,44,25,0,0,0,7,Yes,7,1,0,0,3
Atlantic General Hospital,Region IV,Worcester County,5/28/20,13:14:00,4,1,17,2,15,8,6,0,0,0,61,44,29,0,0,0,3,Yes,7,1,0,0,2
Atlantic General Hospital,Region IV,Worcester County,5/29/20,14:15:00,5,0,17,3,15,8,8,0,0,0,61,44,29,0,0,0,5,Yes,7,1,0,0,2
