hospital,hospital_id,date,active_acute,active_icu,active_allbeds
Atlantic General Hospital,h92616877,2020-10-23,4,0,4
Atlantic General Hospital,h92616877,2020-10-24,2,0,2
Atlantic General Hospital,h92616877,2020-10-25,2,0,2
Atlantic General Hospital,h92616877,2020-10-26,3,0,3
Atlantic General Hospital,h92616877,2020-10-27,4,0,4
Atlantic General Hospital,h92616877,2020-10-28,4,0,4
Atlantic General Hospital,h92616877,2020-10-29,5,0,5
Atlantic General Hospital,h92616877,2020-10-30,5,0,5
Atlantic General Hospital,h92616877,2020-10-31,5,0,5
Atlantic General Hospital,h92616877,2020-11-01,4,0,4
Atlantic General Hospital,h92616877,2020-11-02,4,0,4
Atlantic General Hospital,h92616877,2020-11-03,4,0,4
Atlantic General Hospital,h92616877,2020-11-04,5,0,5
Atlantic General Hospital,h92616877,2020-11-05,6,2,8
Atlantic General Hospital,h92616877,2020-11-06,4,2,6
Atlantic General Hospital,h92616877,2020-11-07,4,2,6
Atlantic General Hospital,h92616877,2020-11-08,2,4,6
Atlantic General Hospital,h92616877,2020-11-09,1,4,5
Atlantic General Hospital,h92616877,2020-11-10,1,4,5
Atlantic General Hospital,h92616877,2020-11-11,3,4,7
Atlantic General Hospital,h92616877,2020-11-12,3,3,6
Atlantic General Hospital,h92616877,2020-11-13,2,3,5
Atlantic General Hospital,h92616877,2020-11-14,5,1,6
Atlantic General Hospital,h92616877,2020-11-15,3,1,4
Atlantic General Hospital,h92616877,2020-11-16,3,1,4
Atlantic General Hospital,h92616877,2020-11-17,1,1,2
Atlantic General Hospital,h92616877,2020-11-18,1,1,2
Atlantic General Hospital,h92616877,2020-11-19,0,1,1
Atlantic General Hospital,h92616877,2020-11-20,1,1,2
Atlantic General Hospital,h92616877,2020-11-21,3,1,4
Atlantic General Hospital,h92616877,2020-11-22,3,1,4
Atlantic General Hospital,h92616877,2020-11-23,2,2,4
Atlantic General Hospital,h92616877,2020-11-24,3,2,5
Atlantic General Hospital,h92616877,2020-11-25,2,1,3
Atlantic General Hospital,h92616877,2020-11-26,2,1,3
Atlantic General Hospital,h92616877,2020-11-27,3,1,4
Atlantic General Hospital,h92616877,2020-11-28,6,1,7
Atlantic General Hospital,h92616877,2020-11-29,5,0,5
Atlantic General Hospital,h92616877,2020-11-30,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-04-27,,,
Baltimore Convention Center Field Hospital,h94720559,2020-04-28,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-04-29,4,,
Baltimore Convention Center Field Hospital,h94720559,2020-04-30,6,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-01,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-02,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-03,13,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-04,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-05,22,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-06,22,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-07,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-08,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-09,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-10,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-11,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-12,15,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-13,14,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-14,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-15,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-16,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-17,19,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-18,20,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-19,19,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-20,14,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-21,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-22,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-23,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-24,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-25,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-26,12,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-27,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-28,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-29,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-30,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-05-31,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-01,16,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-02,13,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-03,13,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-04,8,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-05,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-06,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-07,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-08,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-09,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-10,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-11,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-12,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-13,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-14,8,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-15,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-16,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-17,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-18,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-19,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-20,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-21,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-22,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-23,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-24,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-25,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-26,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-27,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-28,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-29,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-06-30,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-01,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-02,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-03,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-04,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-05,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-06,6,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-07,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-08,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-09,3,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-10,4,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-11,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-12,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-13,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-14,6,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-15,5,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-16,6,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-17,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-18,8,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-19,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-20,6,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-21,8,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-22,8,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-23,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-24,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-25,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-26,9,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-27,10,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-28,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-29,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-30,13,,
Baltimore Convention Center Field Hospital,h94720559,2020-07-31,14,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-01,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-02,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-03,11,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-04,14,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-05,14,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-06,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-07,7,,
Baltimore Convention Center Field Hospital,h94720559,2020-08-08,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-08-09,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-10,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-11,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-12,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-13,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-14,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-15,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-16,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-17,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-08-18,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-08-19,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-20,11,0,11
Baltimore Convention Center Field Hospital,h94720559,2020-08-21,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-08-22,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-08-23,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-08-24,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-08-25,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-08-26,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-08-27,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-08-28,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-08-29,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-08-30,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-08-31,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-09-01,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-09-02,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-09-03,10,0,10
Baltimore Convention Center Field Hospital,h94720559,2020-09-04,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-09-05,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-09-06,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-09-07,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-09-08,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-09-09,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-09-10,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-11,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-09-12,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-13,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-14,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-15,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-16,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-17,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-18,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-19,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-09-20,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-21,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-22,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-09-23,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-09-24,6,0,6
Baltimore Convention Center Field Hospital,h94720559,2020-09-25,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-09-26,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-09-27,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-09-28,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-09-29,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-09-30,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-10-01,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-10-02,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-10-03,1,0,1
Baltimore Convention Center Field Hospital,h94720559,2020-10-04,1,0,1
Baltimore Convention Center Field Hospital,h94720559,2020-10-05,1,0,1
Baltimore Convention Center Field Hospital,h94720559,2020-10-06,1,0,1
Baltimore Convention Center Field Hospital,h94720559,2020-10-07,0,0,0
Baltimore Convention Center Field Hospital,h94720559,2020-10-08,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-09,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-10,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-11,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-12,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-10-13,5,0,5
Baltimore Convention Center Field Hospital,h94720559,2020-10-14,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-10-15,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-10-16,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-17,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-18,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-19,2,0,2
Baltimore Convention Center Field Hospital,h94720559,2020-10-20,1,0,1
Baltimore Convention Center Field Hospital,h94720559,2020-10-21,3,0,3
Baltimore Convention Center Field Hospital,h94720559,2020-10-22,4,0,4
Baltimore Convention Center Field Hospital,h94720559,2020-10-23,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-10-24,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-10-25,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-10-26,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-10-27,8,0,8
Baltimore Convention Center Field Hospital,h94720559,2020-10-28,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-10-29,7,0,7
Baltimore Convention Center Field Hospital,h94720559,2020-10-30,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-10-31,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-11-01,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-11-02,11,0,11
Baltimore Convention Center Field Hospital,h94720559,2020-11-03,9,0,9
Baltimore Convention Center Field Hospital,h94720559,2020-11-04,15,0,15
Baltimore Convention Center Field Hospital,h94720559,2020-11-05,13,0,13
Baltimore Convention Center Field Hospital,h94720559,2020-11-06,10,0,10
Baltimore Convention Center Field Hospital,h94720559,2020-11-07,13,0,13
Baltimore Convention Center Field Hospital,h94720559,2020-11-08,17,0,17
Baltimore Convention Center Field Hospital,h94720559,2020-11-09,21,0,21
Baltimore Convention Center Field Hospital,h94720559,2020-11-10,21,0,21
Baltimore Convention Center Field Hospital,h94720559,2020-11-11,20,0,20
Baltimore Convention Center Field Hospital,h94720559,2020-11-12,24,0,24
Baltimore Convention Center Field Hospital,h94720559,2020-11-13,24,0,24
Baltimore Convention Center Field Hospital,h94720559,2020-11-14,23,0,23
Baltimore Convention Center Field Hospital,h94720559,2020-11-15,22,0,22
Baltimore Convention Center Field Hospital,h94720559,2020-11-16,22,0,22
Baltimore Convention Center Field Hospital,h94720559,2020-11-17,21,0,21
Baltimore Convention Center Field Hospital,h94720559,2020-11-18,27,0,27
Baltimore Convention Center Field Hospital,h94720559,2020-11-19,31,0,31
Baltimore Convention Center Field Hospital,h94720559,2020-11-20,31,0,31
Baltimore Convention Center Field Hospital,h94720559,2020-11-21,31,0,31
Baltimore Convention Center Field Hospital,h94720559,2020-11-22,35,0,35
Baltimore Convention Center Field Hospital,h94720559,2020-11-23,29,0,29
Baltimore Convention Center Field Hospital,h94720559,2020-11-24,35,0,35
Baltimore Convention Center Field Hospital,h94720559,2020-11-25,39,0,39
Baltimore Convention Center Field Hospital,h94720559,2020-11-26,44,0,44
Baltimore Convention Center Field Hospital,h94720559,2020-11-27,39,0,39
Baltimore Convention Center Field Hospital,h94720559,2020-11-28,44,0,44
Baltimore Convention Center Field Hospital,h94720559,2020-11-29,37,0,37
Baltimore Convention Center Field Hospital,h94720559,2020-11-30,32,0,32
Baltimore Washington Medical Center,h75227743,2020-03-25,2,1,3
Baltimore Washington Medical Center,h75227743,2020-03-26,2,2,4
Baltimore Washington Medical Center,h75227743,2020-03-27,1,2,3
Baltimore Washington Medical Center,h75227743,2020-03-28,2,0,2
Baltimore Washington Medical Center,h75227743,2020-03-29,2,3,5
Baltimore Washington Medical Center,h75227743,2020-03-30,15,6,21
Baltimore Washington Medical Center,h75227743,2020-03-31,20,9,29
Baltimore Washington Medical Center,h75227743,2020-04-01,,,
Baltimore Washington Medical Center,h75227743,2020-04-02,,,
Baltimore Washington Medical Center,h75227743,2020-04-03,,,
Baltimore Washington Medical Center,h75227743,2020-04-04,11,19,30
Baltimore Washington Medical Center,h75227743,2020-04-05,9,20,29
Baltimore Washington Medical Center,h75227743,2020-04-06,14,15,29
Baltimore Washington Medical Center,h75227743,2020-04-07,14,15,29
Baltimore Washington Medical Center,h75227743,2020-04-08,39,17,56
Baltimore Washington Medical Center,h75227743,2020-04-09,44,19,63
Baltimore Washington Medical Center,h75227743,2020-04-10,21,21,42
Baltimore Washington Medical Center,h75227743,2020-04-11,22,20,42
Baltimore Washington Medical Center,h75227743,2020-04-12,25,21,46
Baltimore Washington Medical Center,h75227743,2020-04-13,26,21,47
Baltimore Washington Medical Center,h75227743,2020-04-14,48,23,71
Baltimore Washington Medical Center,h75227743,2020-04-15,44,21,65
Baltimore Washington Medical Center,h75227743,2020-04-16,26,22,48
Baltimore Washington Medical Center,h75227743,2020-04-17,55,25,80
Baltimore Washington Medical Center,h75227743,2020-04-18,3,21,24
Baltimore Washington Medical Center,h75227743,2020-04-19,32,19,51
Baltimore Washington Medical Center,h75227743,2020-04-20,36,20,56
Baltimore Washington Medical Center,h75227743,2020-04-21,57,16,73
Baltimore Washington Medical Center,h75227743,2020-04-22,56,20,76
Baltimore Washington Medical Center,h75227743,2020-04-23,28,22,50
Baltimore Washington Medical Center,h75227743,2020-04-24,31,21,52
Baltimore Washington Medical Center,h75227743,2020-04-25,31,21,52
Baltimore Washington Medical Center,h75227743,2020-04-26,33,18,51
