hospital,zipcode,lat,long
"Sutter Medical Center, Sacramento",95816,38.571577,-121.466465
University Of California Davis Medical Center,95817,38.550547,-121.456373
Kaiser Foundation Hosp So Sacramento,95823,38.474099,-121.443454
Mercy San Juan Medical Center,95608,38.62415,-121.324911
Mercy General Hospital,95819,38.569828,-121.440067
Mercy Hospital Of Folsom,95630,38.666597,-121.141635
Kaiser Foundation Hospital - Sacramento,95825,38.591897,-121.408467
Methodist Hospital Of Sacramento,95823,38.474099,-121.443454
Shriners Hospitals For Children Northern Calif,95817,38.550547,-121.456373
Hazel Hawkins Memorial Hospital,95023,36.902045,-121.350783
Desert Valley Hospital,92395,34.501472,-117.292048
Montclair Hospital Medical Center,91763,34.072329,-117.698315
Mountains Community Hospital,92352,34.259971,-117.199381
Bear Valley Community Hospital,92315,34.232796,-116.902863
Community Hospital Of San Bernardino,92411,34.122501,-117.320138
San Antonio Regional Hospital,91786,34.105282,-117.662035
Kindred Hospital Rancho,91730,34.10097,-117.57882
Kaiser Foundation Hospital Fontana,92335,34.085972,-117.464597
Hi-Desert Medical Center,92252,34.168333,-116.288431
Victor Valley Global Medical Center,92392,34.480247,-117.408184
Kindred Hospital Ontario,91764,34.074087,-117.605618
Chino Valley Medical Center,91710,34.004468,-117.684697
Loma Linda University Children'S Hospital,92354,34.051177,-117.248563
Redlands Community Hospital,92373,34.011953,-117.159699
Loma Linda University Medical Center,92354,34.051177,-117.248563
Barstow Community Hospital,92311,34.980294,-116.964449
Arrowhead Regional Medical Center,92324,34.02452,-117.289255
Colorado River Medical Center,92363,34.894366,-114.640335
St Bernardine Medical Center,92404,34.177083,-117.254763
Vibra Hospital Of San Diego,92103,32.747415,-117.166883
Alvarado Hospital Medical Center,92120,32.794714,-117.071764
Sharp Memorial Hospital,92123,32.806794,-117.13493
Scripps Memorial Hospital - Encinitas,92024,33.056022,-117.2599
Palomar Medical Center Poway,92064,32.983606,-117.019035
Sharp Chula Vista Medical Center,91911,32.608185,-117.054512
Scripps Green Hospital,92037,32.856347,-117.250058
Scripps Mercy Hospital,92103,32.747415,-117.166883
Kindred Hospital - San Diego,92104,32.741501,-117.127948
Palomar Health Downtown Campus,92025,33.102005,-117.080419
Tri-City Medical Center,92056,33.201242,-117.296984
Kaiser Foundation Hospital - Zion,92120,32.794714,-117.071764
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,92103,32.747415,-117.166883
Grossmont Hospital,91942,32.777999,-117.021511
Sharp Coronado Hospital And Hlthcr Ctr,92118,32.699234,-117.209642
Scripps Memorial Hospital La Jolla,92037,32.856347,-117.250058
Rady Children'S Hospital - San Diego,92123,32.806794,-117.13493
Paradise Valley Hospital,91950,32.670646,-117.094668
California Pacific Medical Center- Van Ness Campus,94109,37.795388,-122.422453
California Pacific Medical Center - Mission Bernal,94110,37.750021,-122.415201
Zuckerberg San Francisco General Hosp & Trauma Ctr,94110,37.750021,-122.415201
Ucsf Medical Center,94143,36.41568569008179,-89.93698683895991
St Mary'S Medical Center,94117,37.769436,-122.447662
Laguna Honda Hospital & Rehabilitation Center,94116,37.745399,-122.486065
Chinese Hospital,94133,37.804531,-122.410852
Saint Francis Memorial Hospital,94109,37.795388,-122.422453
Kaiser Foundation Hospital - San Francisco,94115,37.785969,-122.437253
California Pacific Medical Ctr-Davies Campus Hosp,94117,37.769436,-122.447662
Adventist Health Lodi Memorial,95240,38.114388,-121.144658
Doctors Hospital Of Manteca,95336,37.830267,-121.20102
Dameron Hospital,95203,37.952452,-121.329655
San Joaquin General Hospital,95231,37.873793,-121.290146
Sutter Tracy Community Hospital,95376,37.737191,-121.433384
St Joseph'S Medical Center Of Stockton,95204,37.973736,-121.319246
Kaiser Foundation Hospital Manteca,95337,37.743039,-121.23838
Sierra Vista Regional Medical Center,93405,35.296958,-120.733134
Twin Cities Community Hospital,93465,35.538809,-120.739893
"Marian Regional Medical Center, Arroyo Grande",93420,35.176043,-120.476694
French Hospital Medical Center,93401,35.23575,-120.615973
San Mateo Medical Center,94403,37.538449,-122.305447
Kaiser Foundation Hospital - South San Francisco,94080,37.65549,-122.422075
Mills-Peninsula Medical Center,94010,37.57028,-122.365778
Kaiser Foundation Hospital - Redwood City,94063,37.493297,-122.195535
Seton Medical Center,94015,37.681264,-122.480589
Sequoia Hospital,94062,37.413691,-122.295343
Marian Regional Medical Center,93454,34.923013,-120.259463
Lompoc Valley Medical Center,93436,34.595669,-120.352667
Santa Barbara Cottage Hospital,93102,36.41568569008179,-89.93698683895991
Goleta Valley Cottage Hospital,93111,34.449185,-119.804782
Santa Ynez Valley Cottage Hospital,93463,34.624395,-120.137875
Kaiser Foundation Hospital-San Jose,95119,37.230327,-121.785227
Santa Clara Valley Medical Center,95128,37.315977,-121.936319
Kaiser Foundation Hospital-Santa Clara,95051,37.34864,-121.984373
Stanford Health Care,94305,37.418256,-122.170871
Lucile Salter Packard Children'S Hsp At Stanford,94304,37.374707,-122.181698
El Camino Hospital,94040,37.380566,-122.085293
Regional Medical Center Of San Jose,95116,37.350421,-121.852585
Sutter Maternity & Surgery Center Of Santa Cruz,95065,37.031475,-121.98334
Watsonville Community Hospital,95076,36.946256,-121.756479
Dominican Hospital,95065,37.031475,-121.98334
Mercy Medical Center Redding,96001,40.601778,-122.454973
Shasta Regional Medical Center,96001,40.601778,-122.454973
Vibra Hospital Of Northern California,96001,40.601778,-122.454973
Patients' Hospital Of Redding,96001,40.601778,-122.454973
Mayers Memorial Hospital,96028,41.006417,-121.480741
Mercy Medical Center Mt Shasta,96067,41.314337,-122.380798
Fairchild Medical Center,96097,41.756147,-122.659466
Kaiser Foundation Hospital And Rehab Center,94589,38.18735,-122.224074
Northbay Medical Center,94533,38.280745,-122.00638
Kaiser Foundation Hospital - Vacaville,95688,38.408571,-122.022775
Sutter Solano Medical Center,94589,38.18735,-122.224074
Healdsburg District Hospital,95448,38.622985,-122.889121
Sonoma Specialty Hospital,95472,38.398815,-122.861923
Kaiser Foundation Hospital-Santa Rosa,95403,38.503685,-122.754057
Petaluma Valley Hospital,94954,38.235014,-122.557332
Santa Rosa Memorial Hospital,95405,38.437114,-122.665993
Sutter Santa Rosa Regional Hospital,95403,38.503685,-122.754057
Sonoma Valley Hospital,95476,38.249428,-122.466627
Doctors Medical Center,95350,37.671978,-121.007405
Memorial Medical Center,95355,37.672906,-120.946594
Central Valley Specialty Hospital,95354,37.639029,-120.964772
Emanuel Medical Center,95382,37.528476,-120.853313
Oak Valley Hospital District,95361,37.787236,-120.759202
Stanislaus Surgical Hospital,95355,37.672906,-120.946594
Sutter Surgical Hospital - North Valley,95991,38.994187,-121.594591
St Elizabeth Community Hospital,96080,40.18189,-122.377104
Trinity Hospital,96093,40.765478,-122.941428
Sierra View Medical Center,93257,35.988087,-118.860221
Porterville Developmental Center,93257,35.988087,-118.860221
Adventist Health Tulare,93274,36.178091,-119.370752
Kaweah Delta Medical Center,93291,36.391777,-119.372842
Adventist Health Sonora,95370,37.984549,-120.349264
Los Robles Hospital & Medical Center,91360,34.212805,-118.882179
Ventura County Medical Center,93003,34.283668,-119.223196
St Johns Pleasant Valley Hospital,93010,34.227892,-119.079552
Community Memorial Hospital San Buenaventura,93003,34.283668,-119.223196
Ojai Valley Community Hospital,93023,34.530199,-119.310133
Adventist Health Simi Valley,93065,34.258405,-118.775026
Santa Paula Hospital,93061,36.41568569008179,-89.93698683895991
St Johns Regional Medical Center,93030,34.205247,-119.174092
Sutter Davis Hospital,95616,38.554133,-121.798467
Woodland Memorial Hospital,95695,38.687045,-121.857077
Adventist Health And Rideout,95901,39.223939,-121.49405
Uchealth Highlands Ranch Hospital,80129,39.545535,-105.010351
Children'S Hospital Colorado,80045,39.747872,-104.838305
University Of Colorado Hospital Authority,80045,39.747872,-104.838305
North Suburban Medical Center,80229,39.855318,-104.957119
Platte Valley Medical Center,80601,39.962027,-104.807809
San Luis Valley Health,81101,37.481245,-105.833213
Swedish Medical Center,80113,39.644445,-104.965111
"Medical Center Of Aurora, The",80012,39.699735,-104.837643
Centura Health-Littleton Adventist Hospital,80122,39.580309,-104.954917
Pagosa Springs Medical Center,81147,37.322856,-107.085622
Southeast Colorado Hospital,81073,37.425411,-102.705136
Longmont United Hospital,80501,40.164837,-105.103179
Foothills Hospital,80303,39.973222,-105.209276
Good Samaritan Medical Center,80026,40.012251,-105.099757
Centura Health-Avista Adventist Hospital,80027,39.950806,-105.159495
St Anthony North Health Campus,80023,39.975858,-105.009387
Heart Of The Rockies Regional Medical Center,81201,38.554832,-106.066038
Keefe Memorial Hospital,80810,38.822287,-102.428708
San Luis Valley Health Conejos County Hospital,81140,37.315056,-106.105367
Delta County Memorial Hospital,81416,38.752074,-108.136959
Pam Specialty Hospital Of Denver,80204,39.734837,-105.020395
Denver Health Medical Center,80204,39.734837,-105.020395
Centura Health-Porter Adventist Hospital,80210,39.676626,-104.962315
Rose Medical Center,80220,39.733819,-104.91657
Saint Joseph Hospital,80218,39.731085,-104.970674
National Jewish Health,80206,39.730282,-104.952592
Presbyterian St Luke'S Medical Center,80218,39.731085,-104.970674
Sky Ridge Medical Center,80124,39.532889,-104.891089
Castle Rock Adventist Hospital,80109,39.364264,-104.901376
Parker Adventist Hospital,80138,39.517532,-104.670911
Vail Health Hospital,81657,39.675999,-106.308296
University Colo Health Memorial Hospital Central,80909,38.853475,-104.775218
Centura Health-Penrose-St Francis Health Services,80923,38.926861,-104.714813
Children'S Hospital Colorado - Colorado Springs,80920,38.957598,-104.77077
Uchealth Grandview Hospital,80918,38.910393,-104.780362
Centura Health-St Thomas More Hospital,81212,38.535754,-105.398394
Valley View Hospital Association,81601,39.601304,-107.304388
Grand River Medical Center,81650,39.751037,-108.113722
Middle Park Medical Center,80459,40.177204,-106.454609
Gunnison Valley Hospital,81230,38.395065,-106.953683
Spanish Peaks Regional Health Center,81089,37.65158,-104.737761
Orthocolorado Hospital At St Anthony Med Campus,80228,39.69499,-105.173144
Lutheran Medical Center,80033,39.772675,-105.104801
Uchealth Broomfield Hospital,80021,39.890663,-105.113724
Centura Health-St Anthony Hospital,80228,39.69499,-105.173144
Weisbrod Memorial County Hospital,81036,38.387663,-102.756849
Kit Carson County Memorial Hospital,80807,39.321667,-102.223231
St Vincent General Hospital District,80461,39.231742,-106.313157
Mercy Regional Medical Center,81301,37.441078,-107.852781
"Animas Surgical Hospital, Llc",81301,37.441078,-107.852781
Banner Fort Collins Medical Center,80528,40.494596,-105.004639
Poudre Valley Hospital,80524,40.646857,-105.029513
Northern Colorado Long Term Acute Hosp - Long Term,80534,40.331863,-104.937467
Mckee Medical Center,80538,40.457521,-105.050761
Medical Center Of The Rockies,80538,40.457521,-105.050761
Estes Park Medical Center,80517,40.384744,-105.586376
Mt San Rafael Hospital,81082,37.181854,-104.518043
Lincoln Community Hospital,80821,38.979959,-103.371474
Sterling Regional Medcenter,80751,40.63688,-103.232406
Colorado Canyons Hospital And Medical Center,81521,39.130597,-108.806395
St Marys Medical Center,81501,39.071848,-108.547131
Community Hospital,81505,39.255826,-108.534246
"Memorial Hospital, The",81625,40.745223,-107.694794
Southwest Memorial Hospital,81321,37.31297,-108.734537
Montrose Memorial Hospital,81401,38.484153,-107.772919
Colorado Plains Medical Center,80701,40.165309,-103.870735
East Morgan County Hospital,80723,40.193773,-103.543331
Arkansas Valley Regional Medical Center,81050,37.942354,-103.51516
Haxtun Hospital District,80731,40.59445,-102.600328
Melissa Memorial Hospital,80734,40.519891,-102.291952
Aspen Valley Hospital,81611,39.158172,-106.66856
Prowers Medical Center,81052,37.918016,-102.639554
Centura Health-St Mary Corwin Medical Center,81004,38.044054,-104.71441
"Parkview Medical Center, Inc",81003,38.279592,-104.631463
Pioneers Medical Center,81641,40.084284,-107.747345
Rangely District Hospital,81648,39.940221,-108.665369
Rio Grande Hospital,81132,37.711322,-106.429077
Uchealth Yampa Valley Medical Center,80487,40.540952,-106.850132
Sedgwick County Memorial Hospital,80737,40.87614,-102.177979
St Anthony Summit Medical Center,80443,39.556393,-106.170245
Uchealth Pikes Peak Regional Hospital,80863,39.019995,-105.113586
North Colorado Medical Center,80631,40.442868,-104.673072
Uchealth Greeley Hospital,80634,40.403315,-104.792917
Longs Peak Hospital,80504,40.163388,-105.030087
Wray Community District Hospital,80758,40.138836,-102.193094
Yuma District Hospital,80759,40.135241,-102.685959
Greenwich Hospital Association -,6830,41.037605,-73.624339
Norwalk Hospital,6856,41.111223,-73.42086
St Vincent'S Medical Center,6606,41.21211,-73.206673
Danbury Hospital,6810,41.374284,-73.457611
Stamford Hospital,6904,36.41568569008179,-89.93698683895991
Bridgeport Hospital,6610,41.209283,-73.164603
Bristol Hospital,6010,41.681578,-72.940749
"Hospital Of Central Connecticut, The",6050,36.41568569008179,-89.93698683895991
John Dempsey Hospital,6032,41.731051,-72.857096
Connecticut Childrens Medical Center,6106,41.748587,-72.696006
Manchester Memorial Hospital,6040,41.761415,-72.525608
St Francis Hospital & Medical Center,6105,41.774705,-72.705037
Hospital For Special Care,6050,36.41568569008179,-89.93698683895991
Hartford Hospital,6102,36.41568569008179,-89.93698683895991
Charlotte Hungerford Hospital,6790,41.834052,-73.131413
Sharon Hospital,6069,41.860763,-73.449215
Middlesex Hospital,6457,41.548611,-72.656784
Yale-New Haven Hospital,6504,36.41568569008179,-89.93698683895991
Waterbury Hospital,6721,36.41568569008179,-89.93698683895991
Saint Mary'S Hospital,6706,41.532212,-73.025096
Midstate Medical Center,6450,41.535812,-72.775686
"Connecticut Hospice Inc,The",6405,41.285002,-72.793549
Gaylord Hospital Inc,6492,41.458657,-72.804516
Griffin Hospital,6418,41.326124,-73.082574
Lawrence & Memorial Hospital,6320,41.34745,-72.101743
William W Backus Hospital,6360,41.54786,-72.089488
Johnson Memorial Hospital,6076,41.984442,-72.263453
Rockville General Hospital,6066,41.837561,-72.45904
Day Kimball Hospital,6260,41.908027,-71.870452
Windham Comm Mem Hosp & Hatch Hosp,6226,41.708238,-72.208549
"Bayhealth Hospital, Kent Campus",19901,39.181546,-75.473517
St Francis Hospital,19805,39.743799,-75.593842
Alfred I Dupont Hospital For Children,19899,36.41568569008179,-89.93698683895991
Christianacare,19718,36.41568569008179,-89.93698683895991
Beebe Medical Center,19958,38.728722,-75.168469
"Bayhealth Hospital, Sussex Campus",19963,38.943253,-75.362567
Nanticoke Memorial Hospital,19973,38.638896,-75.615899
Medstar Georgetown University Hospital,20007,38.914363,-77.079339
Howard University Hospital,20060,36.41568569008179,-89.93698683895991
George Washington Univ Hospital,20037,38.898889,-77.055456
Sibley Memorial Hospital,20016,38.93693,-77.090014
Children'S National Hospital,20010,38.933366,-77.030312
Medstar Washington Hospital Center,20010,38.933366,-77.030312
Bridgepoint -National Harbor,20032,38.833719,-77.006591
United Medical Center,20032,38.833719,-77.006591
Hospital For Sick Children Pediatric Center (Aka Hsc Pediatric Center),20017,38.938188,-76.992126
Bridgepoint Hospital Capitol Hill,20002,38.905026,-76.983607
Select Specialty Hospital Gainesville Inc,32610,36.41568569008179,-89.93698683895991
North Florida Regional Medical Center,32605,29.67918,-82.372822
Uf Health Shands Hospital,32610,36.41568569008179,-89.93698683895991
Ed Fraser Memorial Hospital,32063,30.247669,-82.112978
Select Specialty Hospital - Panama City,32401,30.159737,-85.660922
Ascension Sacred Heart Bay,32401,30.159737,-85.660922
Gulf Coast Regional Medical Center,32405,30.202068,-85.667403
Rockledge Regional Medical Center,32955,28.296697,-80.725043
